ClaimID,LossDate,ReportDate,State,City,Status,ClaimAmount,FraudScore,Adjuster,PolicyType
C10000498,15-May-25,17-May-25,NY,New York,Open,3876,0.5,AJ15,Auto
C10000675,25-Mar-25,26-Mar-25,NY,New York,Open,10922,0.300000012,AJ15,Auto
C10000678,22-Jun-25,24-Jun-25,NY,New York,Open,8412,0.170000002,AJ15,Auto
C10000871,23-Mar-25,23-Mar-25,NY,New York,Open,2206,0.899999976,AJ15,Auto
C10001153,3-Jan-25,3-Jan-25,NY,New York,Open,3711,0.550000012,AJ15,Auto
C10001412,19-Jun-25,21-Jun-25,NY,New York,Open,2170,0.620000005,AJ15,Auto
C10001588,22-Jun-25,25-Jun-25,NY,New York,Open,9030,0.100000001,AJ15,Auto
C10002205,14-Jan-25,16-Jan-25,NY,New York,Open,7494,0.090000004,AJ15,Auto
C10002379,18-May-25,19-May-25,NY,New York,Open,7072,0.25,AJ15,Auto
C10002527,12-May-25,14-May-25,NY,New York,Open,3131,0.430000007,AJ15,Auto
C10003207,27-Mar-25,30-Mar-25,NY,New York,Open,6584,0.879999995,AJ15,Auto
C10003317,6-Jan-25,6-Jan-25,NY,New York,Open,1697,0.280000001,AJ15,Auto
C10003932,10-Mar-25,13-Mar-25,NY,New York,Open,11369,0.790000021,AJ15,Auto
C10003973,29-Apr-25,1-May-25,NY,New York,Open,5092,0.400000006,AJ15,Auto
C10004275,4-Mar-25,7-Mar-25,NY,New York,Open,3965,0.01,AJ15,Auto
C10005056,24-Apr-25,26-Apr-25,NY,New York,Open,4689,0.400000006,AJ15,Auto
C10005111,19-Jun-25,19-Jun-25,NY,New York,Open,3732,0.860000014,AJ15,Auto
C10005567,30-May-25,1-Jun-25,NY,New York,Open,4277,0.600000024,AJ15,Auto
C10005652,7-Mar-25,9-Mar-25,NY,New York,Open,5935,0.189999998,AJ15,Auto
C10005821,28-May-25,28-May-25,NY,New York,Open,6178,0.730000019,AJ15,Auto
C10005850,25-May-25,28-May-25,NY,New York,Open,1501,0.189999998,AJ15,Auto
C10006151,15-May-25,16-May-25,NY,New York,Open,11930,0.050000001,AJ15,Auto
C10006243,15-May-25,17-May-25,NY,New York,Open,7164,0.709999979,AJ15,Auto
C10007227,4-Jun-25,6-Jun-25,NY,New York,Open,8823,0.769999981,AJ15,Auto
C10007251,18-Jan-25,19-Jan-25,NY,New York,Open,9657,0.860000014,AJ15,Auto
C10007964,23-Jan-25,23-Jan-25,NY,New York,Open,11991,0.25999999,AJ15,Auto
C10008475,20-Jun-25,23-Jun-25,NY,New York,Open,3629,0.790000021,AJ15,Auto
C10008768,25-Jun-25,27-Jun-25,NY,New York,Open,4120,0.039999999,AJ15,Auto
C10008830,8-Apr-25,11-Apr-25,NY,New York,Open,10847,0.74000001,AJ15,Auto
C10009157,19-Apr-25,20-Apr-25,NY,New York,Open,7679,0.600000024,AJ15,Auto
C10009448,16-Jun-25,19-Jun-25,NY,New York,Open,11798,0.870000005,AJ15,Auto
C10009607,12-Mar-25,12-Mar-25,NY,New York,Open,10068,0.100000001,AJ15,Auto
C10009674,17-May-25,18-May-25,NY,New York,Open,2746,0.970000029,AJ15,Auto
C10010414,6-Jan-25,7-Jan-25,NY,New York,Open,11292,0.050000001,AJ15,Auto
C10010503,5-Mar-25,7-Mar-25,NY,New York,Open,10190,0.839999974,AJ15,Auto
C10010627,21-Mar-25,24-Mar-25,NY,New York,Open,6474,0.370000005,AJ15,Auto
C10010657,26-Jan-25,29-Jan-25,NY,New York,Open,2024,0.239999995,AJ15,Auto
C10010852,27-Feb-25,1-Mar-25,NY,New York,Open,6680,0.920000017,AJ15,Auto
C10010894,1-May-25,3-May-25,NY,New York,Open,5462,0.159999996,AJ15,Auto
C10011271,28-May-25,29-May-25,NY,New York,Open,2607,0.01,AJ15,Auto
C10011303,15-Apr-25,15-Apr-25,NY,New York,Open,5155,0.340000004,AJ15,Auto
C10011896,20-Jan-25,23-Jan-25,NY,New York,Open,1578,0.99000001,AJ15,Auto
C10012261,26-Jun-25,26-Jun-25,NY,New York,Open,9172,0.99000001,AJ15,Auto
C10012363,2-Jan-25,2-Jan-25,NY,New York,Open,7624,0.790000021,AJ15,Auto
C10013160,24-Feb-25,24-Feb-25,NY,New York,Open,8132,0.670000017,AJ15,Auto
C10013255,21-May-25,21-May-25,NY,New York,Open,11169,0.980000019,AJ15,Auto
C10013442,11-Feb-25,14-Feb-25,NY,New York,Open,6816,0.379999995,AJ15,Auto
C10013539,24-Apr-25,24-Apr-25,NY,New York,Open,5607,0.389999986,AJ15,Auto
C10013724,23-Feb-25,23-Feb-25,NY,New York,Open,10906,0.230000004,AJ15,Auto
C10013754,28-Feb-25,3-Mar-25,NY,New York,Open,3322,0.059999999,AJ15,Auto
C10014635,24-May-25,24-May-25,NY,New York,Open,7813,0.649999976,AJ15,Auto
C10015091,3-Jun-25,6-Jun-25,NY,New York,Open,8093,0.769999981,AJ15,Auto
C10015607,18-Mar-25,20-Mar-25,NY,New York,Open,4540,0.970000029,AJ15,Auto
C10016564,19-Mar-25,20-Mar-25,NY,New York,Open,8863,0.050000001,AJ15,Auto
C10017052,16-Feb-25,19-Feb-25,NY,New York,Open,4602,0.839999974,AJ15,Auto
C10017062,3-Jan-25,4-Jan-25,NY,New York,Open,9588,0.400000006,AJ15,Auto
C10017229,22-Jan-25,24-Jan-25,NY,New York,Open,11625,0.389999986,AJ15,Auto
C10017332,22-May-25,25-May-25,NY,New York,Open,7176,0.140000001,AJ15,Auto
C10017369,20-Jan-25,21-Jan-25,NY,New York,Open,2414,0.600000024,AJ15,Auto
C10017422,16-Jun-25,18-Jun-25,NY,New York,Open,2807,0.910000026,AJ15,Auto
C10017606,28-Apr-25,28-Apr-25,NY,New York,Open,5413,0.610000014,AJ15,Auto
C10017609,5-Feb-25,7-Feb-25,NY,New York,Open,9692,0.029999999,AJ15,Auto
C10017846,13-Apr-25,15-Apr-25,NY,New York,Open,5864,0.970000029,AJ15,Auto
C10018101,12-Jun-25,15-Jun-25,NY,New York,Open,8386,0.910000026,AJ15,Auto
C10018121,31-Jan-25,2-Feb-25,NY,New York,Open,6504,0.01,AJ15,Auto
C10018310,10-Apr-25,13-Apr-25,NY,New York,Open,4069,0.219999999,AJ15,Auto
C10018536,1-Apr-25,2-Apr-25,NY,New York,Open,2060,0.449999988,AJ15,Auto
C10018654,29-Jan-25,30-Jan-25,NY,New York,Open,5926,0.589999974,AJ15,Auto
C10018680,25-Jan-25,27-Jan-25,NY,New York,Open,3463,0.200000003,AJ15,Auto
C10018735,28-Jun-25,28-Jun-25,NY,New York,Open,8565,0.670000017,AJ15,Auto
C10018811,13-Feb-25,14-Feb-25,NY,New York,Open,4662,0.310000002,AJ15,Auto
C10019133,18-Jun-25,21-Jun-25,NY,New York,Open,3013,0.129999995,AJ15,Auto
C10019213,17-May-25,20-May-25,NY,New York,Open,3853,0.629999995,AJ15,Auto
C10019513,17-Feb-25,20-Feb-25,NY,New York,Open,1768,0.360000014,AJ15,Auto
C10019773,4-Jan-25,6-Jan-25,NY,New York,Open,8512,0.180000007,AJ15,Auto
C10000631,15-Apr-25,16-Apr-25,NY,New York,Open,6581,0.829999983,AJ12,Auto
C10000715,28-Feb-25,2-Mar-25,NY,New York,Open,11248,0.769999981,AJ12,Auto
C10000736,4-Jun-25,6-Jun-25,NY,New York,Open,11426,0.540000021,AJ12,Auto
C10001023,10-Feb-25,10-Feb-25,NY,New York,Open,10188,0.75999999,AJ12,Auto
C10001077,29-Mar-25,1-Apr-25,NY,New York,Open,3689,0.109999999,AJ12,Auto
C10001797,29-Mar-25,29-Mar-25,NY,New York,Open,10678,0.449999988,AJ12,Auto
C10002541,30-May-25,1-Jun-25,NY,New York,Open,10168,0.219999999,AJ12,Auto
C10002845,20-Jun-25,23-Jun-25,NY,New York,Open,4633,0.910000026,AJ12,Auto
C10003237,25-Jan-25,25-Jan-25,NY,New York,Open,3308,0.779999971,AJ12,Auto
C10003468,4-Mar-25,7-Mar-25,NY,New York,Open,3651,0.790000021,AJ12,Auto
C10003575,24-May-25,27-May-25,NY,New York,Open,4257,0.189999998,AJ12,Auto
C10003832,19-Mar-25,20-Mar-25,NY,New York,Open,1591,0.340000004,AJ12,Auto
C10003867,3-Feb-25,5-Feb-25,NY,New York,Open,4425,0.600000024,AJ12,Auto
C10004218,4-Jan-25,7-Jan-25,NY,New York,Open,10506,0.790000021,AJ12,Auto
C10004282,24-Feb-25,26-Feb-25,NY,New York,Open,8692,0.400000006,AJ12,Auto
C10004472,8-Apr-25,9-Apr-25,NY,New York,Open,2645,0.449999988,AJ12,Auto
C10004523,9-Jun-25,12-Jun-25,NY,New York,Open,3361,0.079999998,AJ12,Auto
C10004587,14-Apr-25,17-Apr-25,NY,New York,Open,7190,0.460000008,AJ12,Auto
C10004728,5-Mar-25,5-Mar-25,NY,New York,Open,1752,0.699999988,AJ12,Auto
C10005493,8-Jan-25,10-Jan-25,NY,New York,Open,8788,0.310000002,AJ12,Auto
C10005612,23-Jan-25,24-Jan-25,NY,New York,Open,11145,0.119999997,AJ12,Auto
C10005897,13-Jun-25,14-Jun-25,NY,New York,Open,9839,0.879999995,AJ12,Auto
C10005918,1-Jan-25,1-Jan-25,NY,New York,Open,5139,0.519999981,AJ12,Auto
C10006003,18-Jan-25,18-Jan-25,NY,New York,Open,3970,0.74000001,AJ12,Auto
C10006083,20-Jan-25,22-Jan-25,NY,New York,Open,5932,0.119999997,AJ12,Auto
C10006410,27-May-25,30-May-25,NY,New York,Open,3595,0.170000002,AJ12,Auto
C10006448,14-Jun-25,17-Jun-25,NY,New York,Open,6410,0.850000024,AJ12,Auto
C10006708,26-Feb-25,1-Mar-25,NY,New York,Open,6705,0.800000012,AJ12,Auto
C10006782,3-May-25,4-May-25,NY,New York,Open,2922,0.189999998,AJ12,Auto
C10006874,19-May-25,22-May-25,NY,New York,Open,9191,0.109999999,AJ12,Auto
C10007271,20-Mar-25,23-Mar-25,NY,New York,Open,9165,0.050000001,AJ12,Auto
C10008055,7-Apr-25,8-Apr-25,NY,New York,Open,5958,0.730000019,AJ12,Auto
C10008183,5-Jan-25,5-Jan-25,NY,New York,Open,1648,0.810000002,AJ12,Auto
C10008473,21-Feb-25,24-Feb-25,NY,New York,Open,2800,0.629999995,AJ12,Auto
C10008972,8-May-25,11-May-25,NY,New York,Open,11992,0.569999993,AJ12,Auto
C10009416,3-Feb-25,3-Feb-25,NY,New York,Open,6175,0.829999983,AJ12,Auto
C10009853,12-Apr-25,13-Apr-25,NY,New York,Open,8353,0.720000029,AJ12,Auto
C10009965,2-Jan-25,2-Jan-25,NY,New York,Open,8056,0.930000007,AJ12,Auto
C10010118,13-Apr-25,14-Apr-25,NY,New York,Open,5193,0.439999998,AJ12,Auto
C10010202,13-Apr-25,15-Apr-25,NY,New York,Open,11436,0.649999976,AJ12,Auto
C10010355,23-May-25,26-May-25,NY,New York,Open,4406,0.419999987,AJ12,Auto
C10010407,14-Jun-25,17-Jun-25,NY,New York,Open,3578,0.170000002,AJ12,Auto
C10010564,21-Mar-25,21-Mar-25,NY,New York,Open,6758,0.150000006,AJ12,Auto
C10010625,17-Jan-25,18-Jan-25,NY,New York,Open,7594,0.660000026,AJ12,Auto
C10010733,26-Jan-25,28-Jan-25,NY,New York,Open,11299,0.479999989,AJ12,Auto
C10010994,20-Jan-25,22-Jan-25,NY,New York,Open,3179,0.980000019,AJ12,Auto
C10011186,14-Jun-25,14-Jun-25,NY,New York,Open,2499,0.389999986,AJ12,Auto
C10011591,17-May-25,20-May-25,NY,New York,Open,11742,0.930000007,AJ12,Auto
C10011605,10-Jan-25,13-Jan-25,NY,New York,Open,11118,0.620000005,AJ12,Auto
C10012192,18-Jun-25,21-Jun-25,NY,New York,Open,10356,0.5,AJ12,Auto
C10012245,14-Feb-25,15-Feb-25,NY,New York,Open,9518,0.879999995,AJ12,Auto
C10013202,5-Mar-25,5-Mar-25,NY,New York,Open,7649,0.180000007,AJ12,Auto
C10013244,27-Jun-25,30-Jun-25,NY,New York,Open,2863,0.219999999,AJ12,Auto
C10013597,10-Mar-25,10-Mar-25,NY,New York,Open,7545,0.639999986,AJ12,Auto
C10013786,28-May-25,31-May-25,NY,New York,Open,5399,0.400000006,AJ12,Auto
C10014838,7-Apr-25,7-Apr-25,NY,New York,Open,2852,0.219999999,AJ12,Auto
C10015039,26-Mar-25,27-Mar-25,NY,New York,Open,5525,0.709999979,AJ12,Auto
C10015045,29-Jan-25,1-Feb-25,NY,New York,Open,5310,0.74000001,AJ12,Auto
C10015298,25-Jun-25,25-Jun-25,NY,New York,Open,6465,0.790000021,AJ12,Auto
C10015454,23-Mar-25,23-Mar-25,NY,New York,Open,7208,0.649999976,AJ12,Auto
C10016232,25-Jun-25,27-Jun-25,NY,New York,Open,9740,0.74000001,AJ12,Auto
C10016504,7-Jun-25,7-Jun-25,NY,New York,Open,2116,0.109999999,AJ12,Auto
C10016540,30-Jan-25,1-Feb-25,NY,New York,Open,11189,0.189999998,AJ12,Auto
C10016562,10-May-25,11-May-25,NY,New York,Open,6054,0.699999988,AJ12,Auto
C10017260,1-May-25,4-May-25,NY,New York,Open,5512,0.649999976,AJ12,Auto
C10017319,28-Apr-25,1-May-25,NY,New York,Open,9907,0.340000004,AJ12,Auto
C10017570,10-Jan-25,13-Jan-25,NY,New York,Open,1554,0.600000024,AJ12,Auto
C10018141,27-May-25,29-May-25,NY,New York,Open,10628,0.159999996,AJ12,Auto
C10018202,25-Mar-25,27-Mar-25,NY,New York,Open,4275,0.140000001,AJ12,Auto
C10018307,16-Feb-25,19-Feb-25,NY,New York,Open,8291,0.310000002,AJ12,Auto
C10018602,25-Jun-25,28-Jun-25,NY,New York,Open,5236,0.709999979,AJ12,Auto
C10018851,17-May-25,20-May-25,NY,New York,Open,9284,0.889999986,AJ12,Auto
C10018871,6-Apr-25,7-Apr-25,NY,New York,Open,10751,0.829999983,AJ12,Auto
C10019087,21-Apr-25,24-Apr-25,NY,New York,Open,11080,0.540000021,AJ12,Auto
C10019259,11-May-25,11-May-25,NY,New York,Open,5909,0.25999999,AJ12,Auto
C10019333,15-Jan-25,18-Jan-25,NY,New York,Open,8494,0.930000007,AJ12,Auto
C10019341,12-May-25,15-May-25,NY,New York,Open,6925,0.239999995,AJ12,Auto
C10019464,18-May-25,21-May-25,NY,New York,Open,8521,0.039999999,AJ12,Auto
C10019994,16-Apr-25,19-Apr-25,NY,New York,Open,5955,0.25,AJ12,Auto
C10000254,26-Jan-25,29-Jan-25,NY,New York,Open,7890,0.109999999,AJ11,Auto
C10000844,7-Mar-25,10-Mar-25,NY,New York,Open,3148,0.25,AJ11,Auto
C10000859,1-Apr-25,4-Apr-25,NY,New York,Open,5410,0.25,AJ11,Auto
C10001048,22-Jan-25,25-Jan-25,NY,New York,Open,6812,0.100000001,AJ11,Auto
C10001459,5-Jun-25,6-Jun-25,NY,New York,Open,9851,0.419999987,AJ11,Auto
C10001471,7-Feb-25,7-Feb-25,NY,New York,Open,11932,0.25999999,AJ11,Auto
C10001632,28-Feb-25,3-Mar-25,NY,New York,Open,3730,0.200000003,AJ11,Auto
C10001750,15-May-25,16-May-25,NY,New York,Open,5590,0.540000021,AJ11,Auto
C10001971,3-Apr-25,6-Apr-25,NY,New York,Open,11274,0.99000001,AJ11,Auto
C10002293,14-Apr-25,14-Apr-25,NY,New York,Open,6959,0.970000029,AJ11,Auto
C10002477,31-Mar-25,2-Apr-25,NY,New York,Open,6916,0.460000008,AJ11,Auto
C10002569,1-Jan-25,4-Jan-25,NY,New York,Open,9911,0.819999993,AJ11,Auto
C10002881,27-May-25,29-May-25,NY,New York,Open,8023,0.899999976,AJ11,Auto
C10003086,13-Jun-25,14-Jun-25,NY,New York,Open,8520,0.939999998,AJ11,Auto
C10003154,6-Jun-25,8-Jun-25,NY,New York,Open,10642,0.629999995,AJ11,Auto
C10003480,13-Mar-25,15-Mar-25,NY,New York,Open,9739,0.579999983,AJ11,Auto
C10003886,12-Mar-25,12-Mar-25,NY,New York,Open,2775,0.370000005,AJ11,Auto
C10003940,27-Mar-25,27-Mar-25,NY,New York,Open,11899,0.239999995,AJ11,Auto
C10003985,11-Mar-25,13-Mar-25,NY,New York,Open,10496,0.370000005,AJ11,Auto
C10004059,25-Jan-25,25-Jan-25,NY,New York,Open,4421,0.519999981,AJ11,Auto
C10004556,15-Mar-25,15-Mar-25,NY,New York,Open,6273,0.330000013,AJ11,Auto
C10004625,11-Apr-25,14-Apr-25,NY,New York,Open,6806,0.610000014,AJ11,Auto
C10004908,15-Jan-25,16-Jan-25,NY,New York,Open,3225,0.579999983,AJ11,Auto
C10005253,1-Feb-25,1-Feb-25,NY,New York,Open,10088,0.850000024,AJ11,Auto
C10005607,3-Jan-25,3-Jan-25,NY,New York,Open,8164,0.319999993,AJ11,Auto
C10005777,6-Jan-25,9-Jan-25,NY,New York,Open,7330,0.670000017,AJ11,Auto
C10006059,12-Jun-25,13-Jun-25,NY,New York,Open,8089,0.389999986,AJ11,Auto
C10006727,31-May-25,2-Jun-25,NY,New York,Open,6851,0.540000021,AJ11,Auto
C10006972,12-Jun-25,15-Jun-25,NY,New York,Open,6906,1,AJ11,Auto
C10007223,27-Jun-25,30-Jun-25,NY,New York,Open,2391,0.289999992,AJ11,Auto
C10007583,11-Mar-25,14-Mar-25,NY,New York,Open,8417,0.829999983,AJ11,Auto
C10007782,9-Apr-25,11-Apr-25,NY,New York,Open,4827,0.07,AJ11,Auto
C10007831,7-Apr-25,10-Apr-25,NY,New York,Open,8608,0.870000005,AJ11,Auto
C10007914,17-May-25,17-May-25,NY,New York,Open,9176,0.059999999,AJ11,Auto
C10008852,7-May-25,9-May-25,NY,New York,Open,10480,0.680000007,AJ11,Auto
C10009631,21-Feb-25,21-Feb-25,NY,New York,Open,1546,0.370000005,AJ11,Auto
C10009775,3-Apr-25,4-Apr-25,NY,New York,Open,7682,0.389999986,AJ11,Auto
C10009840,8-Jan-25,8-Jan-25,NY,New York,Open,6811,0.01,AJ11,Auto
C10009992,9-Jan-25,10-Jan-25,NY,New York,Open,7345,0.219999999,AJ11,Auto
C10010151,5-May-25,6-May-25,NY,New York,Open,2368,0.360000014,AJ11,Auto
C10010287,8-Mar-25,9-Mar-25,NY,New York,Open,5828,0.569999993,AJ11,Auto
C10010319,23-Mar-25,23-Mar-25,NY,New York,Open,8091,0.649999976,AJ11,Auto
C10010756,9-Jun-25,10-Jun-25,NY,New York,Open,2845,0.460000008,AJ11,Auto
C10010912,11-Mar-25,14-Mar-25,NY,New York,Open,1848,0.730000019,AJ11,Auto
C10011224,2-May-25,5-May-25,NY,New York,Open,5860,0.579999983,AJ11,Auto
C10011680,10-May-25,13-May-25,NY,New York,Open,11955,0.150000006,AJ11,Auto
C10012073,19-Jun-25,21-Jun-25,NY,New York,Open,7998,0.769999981,AJ11,Auto
C10012304,23-Jan-25,24-Jan-25,NY,New York,Open,10094,0.629999995,AJ11,Auto
C10012410,13-Jan-25,13-Jan-25,NY,New York,Open,7607,0.310000002,AJ11,Auto
C10012428,30-Jun-25,30-Jun-25,NY,New York,Open,10298,0.620000005,AJ11,Auto
C10012612,21-Jun-25,22-Jun-25,NY,New York,Open,6842,0.449999988,AJ11,Auto
C10013497,3-Jan-25,6-Jan-25,NY,New York,Open,10831,0.519999981,AJ11,Auto
C10013664,17-Apr-25,20-Apr-25,NY,New York,Open,6758,0.800000012,AJ11,Auto
C10014194,12-Apr-25,13-Apr-25,NY,New York,Open,3341,0.039999999,AJ11,Auto
C10014443,28-Mar-25,30-Mar-25,NY,New York,Open,6816,0.699999988,AJ11,Auto
C10014488,25-Jan-25,26-Jan-25,NY,New York,Open,10460,0.930000007,AJ11,Auto
C10014575,18-Jan-25,18-Jan-25,NY,New York,Open,5764,0.25,AJ11,Auto
C10014666,25-Feb-25,26-Feb-25,NY,New York,Open,9664,0.49000001,AJ11,Auto
C10014771,11-May-25,13-May-25,NY,New York,Open,9106,0.550000012,AJ11,Auto
C10014959,7-Jun-25,9-Jun-25,NY,New York,Open,10825,0.25,AJ11,Auto
C10016237,26-Jun-25,29-Jun-25,NY,New York,Open,7611,0.300000012,AJ11,Auto
C10016445,19-Jan-25,21-Jan-25,NY,New York,Open,3866,0.579999983,AJ11,Auto
C10016667,18-Mar-25,19-Mar-25,NY,New York,Open,4854,0.600000024,AJ11,Auto
C10016934,24-May-25,24-May-25,NY,New York,Open,5915,0.600000024,AJ11,Auto
C10017079,25-Jun-25,26-Jun-25,NY,New York,Open,2989,0.370000005,AJ11,Auto
C10017085,20-Jun-25,22-Jun-25,NY,New York,Open,1883,0.519999981,AJ11,Auto
C10017134,19-Jan-25,22-Jan-25,NY,New York,Open,11704,0.660000026,AJ11,Auto
C10017593,30-Mar-25,2-Apr-25,NY,New York,Open,8451,0.529999971,AJ11,Auto
C10017735,10-Mar-25,11-Mar-25,NY,New York,Open,6025,0,AJ11,Auto
C10017821,6-Feb-25,8-Feb-25,NY,New York,Open,2199,0.769999981,AJ11,Auto
C10017940,28-Apr-25,28-Apr-25,NY,New York,Open,11637,0.090000004,AJ11,Auto
C10018357,5-Feb-25,7-Feb-25,NY,New York,Open,1880,0.07,AJ11,Auto
C10018474,17-Mar-25,18-Mar-25,NY,New York,Open,6589,0.140000001,AJ11,Auto
C10018586,20-Mar-25,21-Mar-25,NY,New York,Open,8894,0.699999988,AJ11,Auto
C10018887,15-May-25,17-May-25,NY,New York,Open,8784,0.629999995,AJ11,Auto
C10018938,23-Apr-25,25-Apr-25,NY,New York,Open,8337,0.660000026,AJ11,Auto
C10019033,14-Jan-25,16-Jan-25,NY,New York,Open,8858,0.090000004,AJ11,Auto
C10019057,21-Feb-25,23-Feb-25,NY,New York,Open,2907,0.550000012,AJ11,Auto
C10019105,26-Jun-25,26-Jun-25,NY,New York,Open,4244,0.819999993,AJ11,Auto
C10019157,21-Mar-25,22-Mar-25,NY,New York,Open,11770,0.310000002,AJ11,Auto
C10019178,16-Jun-25,17-Jun-25,NY,New York,Open,1814,0.170000002,AJ11,Auto
C10019448,30-May-25,1-Jun-25,NY,New York,Open,2893,0.439999998,AJ11,Auto
C10000211,5-Apr-25,7-Apr-25,NY,New York,Open,9247,0.910000026,AJ20,Auto
C10000428,17-Apr-25,17-Apr-25,NY,New York,Open,8538,0.5,AJ20,Auto
C10000872,20-Jun-25,21-Jun-25,NY,New York,Open,4369,0.449999988,AJ20,Auto
C10001057,25-Mar-25,27-Mar-25,NY,New York,Open,3226,0.059999999,AJ20,Auto
C10001091,2-Jun-25,5-Jun-25,NY,New York,Open,1965,0.670000017,AJ20,Auto
C10001322,26-Jan-25,29-Jan-25,NY,New York,Open,7005,0.800000012,AJ20,Auto
C10001496,30-May-25,2-Jun-25,NY,New York,Open,3708,0.680000007,AJ20,Auto
C10001757,13-Jan-25,16-Jan-25,NY,New York,Open,3720,0.769999981,AJ20,Auto
C10001983,10-Mar-25,12-Mar-25,NY,New York,Open,9396,0.49000001,AJ20,Auto
C10002479,29-Mar-25,30-Mar-25,NY,New York,Open,7908,0.170000002,AJ20,Auto
C10002504,2-May-25,3-May-25,NY,New York,Open,6243,0.529999971,AJ20,Auto
C10003422,3-Jun-25,6-Jun-25,NY,New York,Open,7460,0.620000005,AJ20,Auto
C10003455,3-Apr-25,6-Apr-25,NY,New York,Open,10405,0.109999999,AJ20,Auto
C10003521,8-Mar-25,9-Mar-25,NY,New York,Open,4235,0.839999974,AJ20,Auto
C10003577,18-May-25,19-May-25,NY,New York,Open,10672,0.949999988,AJ20,Auto
C10003769,7-Jun-25,10-Jun-25,NY,New York,Open,3246,0.319999993,AJ20,Auto
C10003799,10-Apr-25,12-Apr-25,NY,New York,Open,8040,0.540000021,AJ20,Auto
C10003909,12-May-25,14-May-25,NY,New York,Open,8517,0.949999988,AJ20,Auto
C10004091,25-Mar-25,25-Mar-25,NY,New York,Open,4270,0.74000001,AJ20,Auto
C10004286,15-Jan-25,15-Jan-25,NY,New York,Open,10947,0.99000001,AJ20,Auto
C10004377,9-Mar-25,10-Mar-25,NY,New York,Open,11093,0.970000029,AJ20,Auto
C10004540,6-May-25,6-May-25,NY,New York,Open,2145,0.159999996,AJ20,Auto
C10004665,9-Jan-25,11-Jan-25,NY,New York,Open,4997,0.270000011,AJ20,Auto
C10005209,27-Mar-25,27-Mar-25,NY,New York,Open,10871,0.720000029,AJ20,Auto
C10005419,3-Apr-25,5-Apr-25,NY,New York,Open,10537,0.300000012,AJ20,Auto
C10005467,16-Feb-25,16-Feb-25,NY,New York,Open,10295,0.699999988,AJ20,Auto
C10005597,29-May-25,31-May-25,NY,New York,Open,1988,0.920000017,AJ20,Auto
C10005661,18-May-25,21-May-25,NY,New York,Open,2712,0.589999974,AJ20,Auto
C10005681,24-Mar-25,26-Mar-25,NY,New York,Open,5385,0.610000014,AJ20,Auto
C10005763,9-Mar-25,11-Mar-25,NY,New York,Open,5973,0.589999974,AJ20,Auto
C10006598,18-Feb-25,20-Feb-25,NY,New York,Open,7841,0.239999995,AJ20,Auto
C10006786,20-May-25,21-May-25,NY,New York,Open,7098,0.460000008,AJ20,Auto
C10006965,18-Jun-25,21-Jun-25,NY,New York,Open,9389,0.07,AJ20,Auto
C10006988,30-Jun-25,30-Jun-25,NY,New York,Open,7923,0.270000011,AJ20,Auto
C10006993,8-Apr-25,10-Apr-25,NY,New York,Open,8735,0.469999999,AJ20,Auto
C10007210,18-Apr-25,18-Apr-25,NY,New York,Open,9751,0.980000019,AJ20,Auto
C10007543,3-Feb-25,3-Feb-25,NY,New York,Open,8208,0.140000001,AJ20,Auto
C10008297,12-May-25,13-May-25,NY,New York,Open,5252,0.439999998,AJ20,Auto
C10008380,26-Feb-25,1-Mar-25,NY,New York,Open,10446,0.970000029,AJ20,Auto
C10008617,27-Feb-25,1-Mar-25,NY,New York,Open,6227,0.419999987,AJ20,Auto
C10008882,7-Jun-25,8-Jun-25,NY,New York,Open,4420,0.75,AJ20,Auto
C10009002,18-Jan-25,19-Jan-25,NY,New York,Open,4982,0.610000014,AJ20,Auto
C10009044,18-Feb-25,19-Feb-25,NY,New York,Open,9925,0.620000005,AJ20,Auto
C10009351,7-Apr-25,10-Apr-25,NY,New York,Open,2560,0.839999974,AJ20,Auto
C10009626,24-Jun-25,27-Jun-25,NY,New York,Open,10025,0.860000014,AJ20,Auto
C10010487,30-Apr-25,30-Apr-25,NY,New York,Open,5854,0.99000001,AJ20,Auto
C10010521,7-Feb-25,9-Feb-25,NY,New York,Open,1688,0.819999993,AJ20,Auto
C10010693,27-Jun-25,30-Jun-25,NY,New York,Open,10405,0.99000001,AJ20,Auto
C10010792,27-Mar-25,28-Mar-25,NY,New York,Open,7929,0.839999974,AJ20,Auto
C10011008,30-Jan-25,1-Feb-25,NY,New York,Open,2946,0.769999981,AJ20,Auto
C10012023,14-Jan-25,15-Jan-25,NY,New York,Open,11909,0.5,AJ20,Auto
C10012225,4-Feb-25,6-Feb-25,NY,New York,Open,9437,0.029999999,AJ20,Auto
C10012309,1-May-25,2-May-25,NY,New York,Open,1663,0.660000026,AJ20,Auto
C10012401,28-May-25,30-May-25,NY,New York,Open,4369,0.860000014,AJ20,Auto
C10012430,5-Apr-25,7-Apr-25,NY,New York,Open,4026,0.829999983,AJ20,Auto
C10012540,3-Apr-25,6-Apr-25,NY,New York,Open,7615,0.449999988,AJ20,Auto
C10012743,24-Mar-25,24-Mar-25,NY,New York,Open,10831,0.02,AJ20,Auto
C10012834,17-Mar-25,17-Mar-25,NY,New York,Open,8606,0.790000021,AJ20,Auto
C10012862,26-Jun-25,28-Jun-25,NY,New York,Open,5125,0.839999974,AJ20,Auto
