VehicleID,ClaimID,VehicleType,DamageSeverity,PartsCost,LaborHours,LaborCost,RepairDays,TotalLoss
V10007434,C10007434,Sedan,Low,4833,25,1875,24,FALSE
V10007476,C10007476,Sedan,Low,2337,16,1120,24,FALSE
V10007602,C10007602,Sedan,Low,4965,40,2720,24,FALSE
V10007603,C10007603,Sedan,Low,1380,33,3102,24,FALSE
V10007755,C10007755,Sedan,Low,5273,19,1824,24,FALSE
V10008070,C10008070,Sedan,Low,3888,27,2349,24,FALSE
V10008275,C10008275,Sedan,Low,3945,6,630,24,FALSE
V10008537,C10008537,Sedan,Low,3592,34,2210,24,FALSE
V10008797,C10008797,Sedan,Low,1809,8,480,24,FALSE
V10008983,C10008983,Sedan,Low,3669,31,1860,24,FALSE
V10009104,C10009104,Sedan,Low,2019,23,1610,24,FALSE
V10009484,C10009484,Sedan,Low,3856,30,1800,24,FALSE
V10010068,C10010068,Sedan,Low,4996,21,2079,24,FALSE
V10010488,C10010488,Sedan,Low,2941,25,2925,24,FALSE
V10010754,C10010754,Sedan,Low,1966,26,2704,24,FALSE
V10010910,C10010910,Sedan,Low,2505,33,2409,24,FALSE
V10011037,C10011037,Sedan,Low,1446,40,4120,24,FALSE
V10011411,C10011411,Sedan,Low,2354,25,2300,24,FALSE
V10011716,C10011716,Sedan,Low,2777,28,2128,24,FALSE
V10011757,C10011757,Sedan,Low,3383,27,2754,24,FALSE
V10012095,C10012095,Sedan,Low,3525,34,3604,24,FALSE
V10012516,C10012516,Sedan,Low,2468,32,3264,24,FALSE
V10012803,C10012803,Sedan,Low,972,7,497,24,FALSE
V10012810,C10012810,Sedan,Low,2425,11,781,24,FALSE
V10013671,C10013671,Sedan,Low,897,8,600,24,FALSE
V10013731,C10013731,Sedan,Low,702,15,1740,24,FALSE
V10013800,C10013800,Sedan,Low,4420,19,2128,24,FALSE
V10013833,C10013833,Sedan,Low,4749,24,1728,24,FALSE
V10013994,C10013994,Sedan,Low,4136,29,1943,24,FALSE
V10014157,C10014157,Sedan,Low,2793,20,2340,24,FALSE
V10014607,C10014607,Sedan,Low,2483,14,1050,24,FALSE
V10014783,C10014783,Sedan,Low,979,39,3003,24,FALSE
V10014792,C10014792,Sedan,Low,3973,9,765,24,FALSE
V10015217,C10015217,Sedan,Low,1823,38,3952,24,FALSE
V10015575,C10015575,Sedan,Low,1712,13,1534,24,FALSE
V10015593,C10015593,Sedan,Low,3830,5,525,24,FALSE
V10015813,C10015813,Sedan,Low,4432,11,1001,24,FALSE
V10016451,C10016451,Sedan,Low,1962,18,1782,24,FALSE
V10016479,C10016479,Sedan,Low,974,5,440,24,FALSE
V10016551,C10016551,Sedan,Low,795,33,2970,24,FALSE
V10016635,C10016635,Sedan,Low,2793,14,1050,24,FALSE
V10016781,C10016781,Sedan,Low,3069,29,2030,24,FALSE
V10016952,C10016952,Sedan,Low,787,40,3000,24,FALSE
V10016990,C10016990,Sedan,Low,2442,8,904,24,FALSE
V10017056,C10017056,Sedan,Low,1869,27,1701,24,FALSE
V10017850,C10017850,Sedan,Low,3607,19,1254,24,FALSE
V10017868,C10017868,Sedan,Low,733,36,3096,24,FALSE
V10018104,C10018104,Sedan,Low,2948,35,3395,24,FALSE
V10018129,C10018129,Sedan,Low,4063,11,1265,24,FALSE
V10018250,C10018250,Sedan,Low,2970,15,1095,24,FALSE
V10018253,C10018253,Sedan,Low,2800,37,4070,24,FALSE
V10018595,C10018595,Sedan,Low,2449,18,1080,24,FALSE
V10018601,C10018601,Sedan,Low,1864,24,2712,24,FALSE
V10018879,C10018879,Sedan,Low,2117,16,1024,24,FALSE
V10019492,C10019492,Sedan,Low,563,29,2552,24,FALSE
V10019598,C10019598,Sedan,Low,649,20,2040,24,FALSE
V10019727,C10019727,Sedan,Low,2449,25,1675,24,FALSE
V10019998,C10019998,Sedan,Low,1133,32,3168,24,FALSE
V10000258,C10000258,Sedan,Low,2470,6,636,6,FALSE
V10001093,C10001093,Sedan,Low,871,26,2314,6,FALSE
V10001150,C10001150,Sedan,Low,2049,6,606,6,FALSE
V10001170,C10001170,Sedan,Low,2538,24,2064,6,FALSE
V10001227,C10001227,Sedan,Low,4375,12,1272,6,FALSE
V10001382,C10001382,Sedan,Low,872,8,928,6,FALSE
V10001688,C10001688,Sedan,Low,3167,12,1032,6,FALSE
V10001701,C10001701,Sedan,Low,1853,15,1410,6,FALSE
V10001745,C10001745,Sedan,Low,2104,35,2800,6,FALSE
V10002075,C10002075,Sedan,Low,4978,26,1950,6,FALSE
V10002463,C10002463,Sedan,Low,2269,8,616,6,FALSE
V10002619,C10002619,Sedan,Low,5295,21,1701,6,FALSE
V10002700,C10002700,Sedan,Low,594,14,1428,6,FALSE
V10002828,C10002828,Sedan,Low,672,7,518,6,FALSE
V10003142,C10003142,Sedan,Low,2425,30,2220,6,FALSE
V10003165,C10003165,Sedan,Low,2855,31,1891,6,FALSE
V10003166,C10003166,Sedan,Low,641,12,1380,6,FALSE
V10003179,C10003179,Sedan,Low,3655,23,1679,6,FALSE
V10003206,C10003206,Sedan,Low,675,19,1938,6,FALSE
V10003974,C10003974,Sedan,Low,4453,21,2079,6,FALSE
V10004160,C10004160,Sedan,Low,5790,8,632,6,FALSE
V10004187,C10004187,Sedan,Low,2400,40,2480,6,FALSE
V10004288,C10004288,Sedan,Low,5287,23,2001,6,FALSE
V10004343,C10004343,Sedan,Low,4716,27,1809,6,FALSE
V10004347,C10004347,Sedan,Low,4758,14,1442,6,FALSE
V10004855,C10004855,Sedan,Low,4315,12,948,6,FALSE
V10004912,C10004912,Sedan,Low,3944,20,1840,6,FALSE
V10004968,C10004968,Sedan,Low,5648,11,759,6,FALSE
V10005310,C10005310,Sedan,Low,1595,38,2470,6,FALSE
V10005671,C10005671,Sedan,Low,1595,25,2000,6,FALSE
V10005763,C10005763,Sedan,Low,3554,10,820,6,FALSE
V10006507,C10006507,Sedan,Low,3822,9,1026,6,FALSE
V10006882,C10006882,Sedan,Low,1861,6,504,6,FALSE
V10007458,C10007458,Sedan,Low,3915,36,2232,6,FALSE
V10007519,C10007519,Sedan,Low,3657,29,3364,6,FALSE
V10008085,C10008085,Sedan,Low,3979,13,858,6,FALSE
V10008632,C10008632,Sedan,Low,1677,9,900,6,FALSE
V10008755,C10008755,Sedan,Low,620,22,1606,6,FALSE
V10008812,C10008812,Sedan,Low,4730,25,2100,6,FALSE
V10009273,C10009273,Sedan,Low,3673,9,1080,6,FALSE
V10009517,C10009517,Sedan,Low,5529,15,1050,6,FALSE
V10009542,C10009542,Sedan,Low,1385,13,910,6,FALSE
V10009608,C10009608,Sedan,Low,1501,39,2769,6,FALSE
V10009719,C10009719,Sedan,Low,844,22,2618,6,FALSE
V10009848,C10009848,Sedan,Low,5681,12,984,6,FALSE
V10009868,C10009868,Sedan,Low,3149,38,4522,6,FALSE
V10011189,C10011189,Sedan,Low,5281,22,2574,6,FALSE
V10011261,C10011261,Sedan,Low,5664,22,1914,6,FALSE
V10011387,C10011387,Sedan,Low,2533,15,1515,6,FALSE
V10011782,C10011782,Sedan,Low,2436,22,1496,6,FALSE
V10012213,C10012213,Sedan,Low,2395,15,1305,6,FALSE
V10012466,C10012466,Sedan,Low,4064,30,2550,6,FALSE
V10012761,C10012761,Sedan,Low,4072,14,1162,6,FALSE
V10012827,C10012827,Sedan,Low,686,31,3193,6,FALSE
V10012865,C10012865,Sedan,Low,3053,40,4480,6,FALSE
V10012870,C10012870,Sedan,Low,1301,37,4292,6,FALSE
V10012907,C10012907,Sedan,Low,2170,27,3024,6,FALSE
V10013612,C10013612,Sedan,Low,3894,7,469,6,FALSE
V10013613,C10013613,Sedan,Low,3061,35,3710,6,FALSE
V10013627,C10013627,Sedan,Low,2050,10,750,6,FALSE
V10013982,C10013982,Sedan,Low,3518,22,2266,6,FALSE
V10014258,C10014258,Sedan,Low,4229,18,1620,6,FALSE
V10014595,C10014595,Sedan,Low,5977,11,946,6,FALSE
V10014765,C10014765,Sedan,Low,3313,8,816,6,FALSE
V10014775,C10014775,Sedan,Low,1507,10,640,6,FALSE
V10014899,C10014899,Sedan,Low,3078,9,765,6,FALSE
V10014935,C10014935,Sedan,Low,3092,14,1190,6,FALSE
V10015192,C10015192,Sedan,Low,3635,39,4290,6,FALSE
V10015389,C10015389,Sedan,Low,695,13,1443,6,FALSE
V10015778,C10015778,Sedan,Low,5370,27,2106,6,FALSE
V10015936,C10015936,Sedan,Low,5131,30,2520,6,FALSE
V10015954,C10015954,Sedan,Low,2670,10,930,6,FALSE
V10016744,C10016744,Sedan,Low,1643,8,952,6,FALSE
V10016770,C10016770,Sedan,Low,729,37,3478,6,FALSE
V10016950,C10016950,Sedan,Low,5636,23,2070,6,FALSE
V10017098,C10017098,Sedan,Low,2321,35,3290,6,FALSE
V10017687,C10017687,Sedan,Low,1916,26,2080,6,FALSE
V10018030,C10018030,Sedan,Low,3297,22,1562,6,FALSE
V10018103,C10018103,Sedan,Low,5847,19,1976,6,FALSE
V10018392,C10018392,Sedan,Low,3690,25,2725,6,FALSE
V10018663,C10018663,Sedan,Low,4977,12,828,6,FALSE
V10018664,C10018664,Sedan,Low,5660,6,708,6,FALSE
V10018732,C10018732,Sedan,Low,3665,26,1872,6,FALSE
V10018738,C10018738,Sedan,Low,1771,31,2387,6,FALSE
V10018864,C10018864,Sedan,Low,1442,24,2184,6,FALSE
V10018909,C10018909,Sedan,Low,4844,34,2142,6,FALSE
V10019403,C10019403,Sedan,Low,3030,23,2369,6,FALSE
V10019514,C10019514,Sedan,Low,2145,8,864,6,FALSE
V10019891,C10019891,Sedan,Low,4231,18,1206,6,FALSE
V10000287,C10000287,Sedan,Low,2582,30,2490,22,FALSE
V10000445,C10000445,Sedan,Low,4753,14,1064,22,FALSE
V10000718,C10000718,Sedan,Low,3129,32,3424,22,FALSE
V10000770,C10000770,Sedan,Low,813,38,3040,22,FALSE
V10000848,C10000848,Sedan,Low,4384,14,1120,22,FALSE
V10001067,C10001067,Sedan,Low,2415,32,3776,22,FALSE
V10001172,C10001172,Sedan,Low,1236,28,3108,22,FALSE
V10001186,C10001186,Sedan,Low,3742,36,3564,22,FALSE
V10001353,C10001353,Sedan,Low,3170,18,1746,22,FALSE
V10001372,C10001372,Sedan,Low,962,26,1690,22,FALSE
V10001411,C10001411,Sedan,Low,4306,26,3120,22,FALSE
V10001669,C10001669,Sedan,Low,5500,18,1188,22,FALSE
V10001771,C10001771,Sedan,Low,1354,21,1953,22,FALSE
V10001840,C10001840,Sedan,Low,1866,28,1792,22,FALSE
V10002094,C10002094,Sedan,Low,592,5,465,22,FALSE
V10002236,C10002236,Sedan,Low,2574,9,873,22,FALSE
V10002559,C10002559,Sedan,Low,3809,34,2822,22,FALSE
V10002575,C10002575,Sedan,Low,775,40,3040,22,FALSE
V10003129,C10003129,Sedan,Low,5187,20,2100,22,FALSE
V10003331,C10003331,Sedan,Low,5270,24,1992,22,FALSE
V10003895,C10003895,Sedan,Low,5232,23,2185,22,FALSE
V10003903,C10003903,Sedan,Low,3019,24,2424,22,FALSE
V10003948,C10003948,Sedan,Low,1701,29,2378,22,FALSE
V10003966,C10003966,Sedan,Low,2714,20,1460,22,FALSE
V10003992,C10003992,Sedan,Low,1946,21,2310,22,FALSE
V10004049,C10004049,Sedan,Low,5965,14,1148,22,FALSE
V10004407,C10004407,Sedan,Low,2106,38,3534,22,FALSE
V10005072,C10005072,Sedan,Low,4150,8,928,22,FALSE
V10005121,C10005121,Sedan,Low,635,33,3234,22,FALSE
V10005290,C10005290,Sedan,Low,5337,15,1410,22,FALSE
V10005351,C10005351,Sedan,Low,2660,27,3024,22,FALSE
V10005412,C10005412,Sedan,Low,2482,36,2808,22,FALSE
V10005621,C10005621,Sedan,Low,652,35,4200,22,FALSE
V10006004,C10006004,Sedan,Low,4490,33,3036,22,FALSE
V10006359,C10006359,Sedan,Low,2231,33,2574,22,FALSE
V10006809,C10006809,Sedan,Low,3288,22,1870,22,FALSE
V10006871,C10006871,Sedan,Low,2846,15,1770,22,FALSE
V10007127,C10007127,Sedan,Low,3666,38,4180,22,FALSE
V10007129,C10007129,Sedan,Low,4478,20,2320,22,FALSE
V10007758,C10007758,Sedan,Low,1837,40,3680,22,FALSE
V10007930,C10007930,Sedan,Low,2494,33,2871,22,FALSE
V10007947,C10007947,Sedan,Low,1009,38,4142,22,FALSE
V10008390,C10008390,Sedan,Low,4515,32,2592,22,FALSE
V10008476,C10008476,Sedan,Low,4538,32,2688,22,FALSE
V10008752,C10008752,Sedan,Low,2505,36,3528,22,FALSE
V10008914,C10008914,Sedan,Low,3195,8,752,22,FALSE
V10008943,C10008943,Sedan,Low,3089,39,4563,22,FALSE
V10009018,C10009018,Sedan,Low,2551,14,1526,22,FALSE
V10009093,C10009093,Sedan,Low,1528,13,1248,22,FALSE
V10009173,C10009173,Sedan,Low,2379,11,1133,22,FALSE
V10009203,C10009203,Sedan,Low,4458,28,3108,22,FALSE
V10009702,C10009702,Sedan,Low,5593,6,606,22,FALSE
V10009771,C10009771,Sedan,Low,1348,16,1344,22,FALSE
V10009892,C10009892,Sedan,Low,4992,12,1272,22,FALSE
V10010031,C10010031,Sedan,Low,2609,39,4524,22,FALSE
V10010356,C10010356,Sedan,Low,2315,29,2146,22,FALSE
V10010829,C10010829,Sedan,Low,717,34,3468,22,FALSE
V10011365,C10011365,Sedan,Low,4973,11,968,22,FALSE
V10011568,C10011568,Sedan,Low,1076,30,2340,22,FALSE
V10011622,C10011622,Sedan,Low,716,36,3708,22,FALSE
V10011671,C10011671,Sedan,Low,1988,18,1476,22,FALSE
V10011999,C10011999,Sedan,Low,3859,29,1972,22,FALSE
V10012237,C10012237,Sedan,Low,540,24,1704,22,FALSE
V10012743,C10012743,Sedan,Low,3328,12,1296,22,FALSE
V10012844,C10012844,Sedan,Low,976,33,2838,22,FALSE
V10013266,C10013266,Sedan,Low,1058,14,980,22,FALSE
V10013451,C10013451,Sedan,Low,3000,31,3658,22,FALSE
V10013515,C10013515,Sedan,Low,4758,23,1403,22,FALSE
V10013536,C10013536,Sedan,Low,2180,15,1185,22,FALSE
V10013574,C10013574,Sedan,Low,4398,6,678,22,FALSE
V10013739,C10013739,Sedan,Low,4306,12,1140,22,FALSE
V10013943,C10013943,Sedan,Low,4010,5,315,22,FALSE
V10014104,C10014104,Sedan,Low,4171,39,2808,22,FALSE
V10015895,C10015895,Sedan,Low,3156,15,1215,22,FALSE
V10016331,C10016331,Sedan,Low,1052,22,2420,22,FALSE
V10016430,C10016430,Sedan,Low,2438,30,3330,22,FALSE
V10016644,C10016644,Sedan,Low,1260,9,711,22,FALSE
V10016728,C10016728,Sedan,Low,3414,30,2400,22,FALSE
V10016729,C10016729,Sedan,Low,1194,35,3990,22,FALSE
V10016982,C10016982,Sedan,Low,5785,14,980,22,FALSE
V10017443,C10017443,Sedan,Low,1016,27,2025,22,FALSE
V10017539,C10017539,Sedan,Low,621,34,3740,22,FALSE
V10017839,C10017839,Sedan,Low,4913,12,936,22,FALSE
V10017920,C10017920,Sedan,Low,4004,24,1512,22,FALSE
V10017979,C10017979,Sedan,Low,3036,18,1206,22,FALSE
V10018431,C10018431,Sedan,Low,2329,26,2704,22,FALSE
V10018637,C10018637,Sedan,Low,2799,24,1968,22,FALSE
V10018843,C10018843,Sedan,Low,4136,8,888,22,FALSE
V10018993,C10018993,Sedan,Low,1940,30,3510,22,FALSE
V10019147,C10019147,Sedan,Low,2517,21,1344,22,FALSE
V10019655,C10019655,Sedan,Low,2314,9,792,22,FALSE
V10019675,C10019675,Sedan,Low,2338,32,2048,22,FALSE
V10019850,C10019850,Sedan,Low,5659,10,1100,22,FALSE
V10000070,C10000070,Sedan,Low,2614,15,1065,2,FALSE
V10000268,C10000268,Sedan,Low,2579,7,616,2,FALSE
V10000345,C10000345,Sedan,Low,2946,29,2610,2,FALSE
V10000396,C10000396,Sedan,Low,2323,9,1026,2,FALSE
V10000673,C10000673,Sedan,Low,516,7,623,2,FALSE
V10001006,C10001006,Sedan,Low,2031,10,1100,2,FALSE
V10001476,C10001476,Sedan,Low,1456,5,600,2,FALSE
V10001624,C10001624,Sedan,Low,4249,36,2268,2,FALSE
V10001727,C10001727,Sedan,Low,1075,14,1540,2,FALSE
V10001835,C10001835,Sedan,Low,4016,11,660,2,FALSE
V10001865,C10001865,Sedan,Low,3338,5,525,2,FALSE
V10001872,C10001872,Sedan,Low,1947,31,2356,2,FALSE
V10001903,C10001903,Sedan,Low,1034,34,2788,2,FALSE
V10002009,C10002009,Sedan,Low,5606,8,800,2,FALSE
V10002633,C10002633,Sedan,Low,1902,27,2079,2,FALSE
V10002675,C10002675,Sedan,Low,1168,24,2448,2,FALSE
V10002789,C10002789,Sedan,Low,1322,19,2090,2,FALSE
V10002892,C10002892,Sedan,Low,2216,6,372,2,FALSE
V10003818,C10003818,Sedan,Low,4423,10,1200,2,FALSE
V10004002,C10004002,Sedan,Low,4210,18,1134,2,FALSE
V10004411,C10004411,Sedan,Low,4243,12,1020,2,FALSE
V10004493,C10004493,Sedan,Low,3197,22,2530,2,FALSE
V10004573,C10004573,Sedan,Low,3556,38,3458,2,FALSE
V10004860,C10004860,Sedan,Low,2526,29,2697,2,FALSE
V10005350,C10005350,Sedan,Low,2640,7,644,2,FALSE
V10005513,C10005513,Sedan,Low,4516,29,1769,2,FALSE
V10005732,C10005732,Sedan,Low,4536,19,1957,2,FALSE
V10006250,C10006250,Sedan,Low,597,26,2964,2,FALSE
V10006278,C10006278,Sedan,Low,888,22,1694,2,FALSE
V10006532,C10006532,Sedan,Low,4186,31,2046,2,FALSE
V10007004,C10007004,Sedan,Low,1099,6,552,2,FALSE
V10007141,C10007141,Sedan,Low,4878,7,455,2,FALSE
V10007616,C10007616,Sedan,Low,5085,18,1944,2,FALSE
V10007798,C10007798,Sedan,Low,2528,16,1824,2,FALSE
V10008035,C10008035,Sedan,Low,1881,9,711,2,FALSE
V10008448,C10008448,Sedan,Low,727,24,1752,2,FALSE
V10008503,C10008503,Sedan,Low,3602,30,2790,2,FALSE
V10008730,C10008730,Sedan,Low,3495,7,686,2,FALSE
V10008853,C10008853,Sedan,Low,4852,36,2484,2,FALSE
V10009446,C10009446,Sedan,Low,5690,32,2112,2,FALSE
V10009809,C10009809,Sedan,Low,4978,12,1224,2,FALSE
V10009849,C10009849,Sedan,Low,1757,11,1221,2,FALSE
V10010057,C10010057,Sedan,Low,1496,19,1216,2,FALSE
V10010850,C10010850,Sedan,Low,2522,24,1968,2,FALSE
V10010959,C10010959,Sedan,Low,2506,29,2929,2,FALSE
V10011121,C10011121,Sedan,Low,1503,16,1648,2,FALSE
V10011176,C10011176,Sedan,Low,5427,27,1998,2,FALSE
V10011273,C10011273,Sedan,Low,1201,12,1248,2,FALSE
V10011330,C10011330,Sedan,Low,4113,29,2697,2,FALSE
V10011970,C10011970,Sedan,Low,3330,31,3348,2,FALSE
V10012099,C10012099,Sedan,Low,3545,28,2520,2,FALSE
V10012129,C10012129,Sedan,Low,2128,31,2759,2,FALSE
V10012459,C10012459,Sedan,Low,4756,7,728,2,FALSE
V10013304,C10013304,Sedan,Low,1796,24,1872,2,FALSE
V10013562,C10013562,Sedan,Low,5347,15,1290,2,FALSE
V10013661,C10013661,Sedan,Low,4096,26,2782,2,FALSE
V10013969,C10013969,Sedan,Low,4744,32,3008,2,FALSE
V10014093,C10014093,Sedan,Low,2198,27,1674,2,FALSE
V10014135,C10014135,Sedan,Low,1791,27,2538,2,FALSE
V10014192,C10014192,Sedan,Low,3373,10,820,2,FALSE
V10014726,C10014726,Sedan,Low,3548,18,1512,2,FALSE
V10014807,C10014807,Sedan,Low,1640,28,3052,2,FALSE
V10014815,C10014815,Sedan,Low,908,19,1862,2,FALSE
V10015084,C10015084,Sedan,Low,3805,11,924,2,FALSE
V10015150,C10015150,Sedan,Low,3490,26,2574,2,FALSE
V10015195,C10015195,Sedan,Low,4843,16,1360,2,FALSE
V10015395,C10015395,Sedan,Low,2295,26,2522,2,FALSE
V10015483,C10015483,Sedan,Low,3500,6,624,2,FALSE
V10015789,C10015789,Sedan,Low,4944,9,756,2,FALSE
V10015847,C10015847,Sedan,Low,5802,12,1140,2,FALSE
V10015907,C10015907,Sedan,Low,4469,5,395,2,FALSE
V10016034,C10016034,Sedan,Low,2968,26,1924,2,FALSE
V10016148,C10016148,Sedan,Low,2064,16,1120,2,FALSE
V10016202,C10016202,Sedan,Low,5152,34,2686,2,FALSE
V10016257,C10016257,Sedan,Low,3815,12,1116,2,FALSE
V10016622,C10016622,Sedan,Low,672,13,832,2,FALSE
V10016912,C10016912,Sedan,Low,5382,29,2407,2,FALSE
V10017170,C10017170,Sedan,Low,5913,11,792,2,FALSE
V10017222,C10017222,Sedan,Low,5110,16,1072,2,FALSE
V10017257,C10017257,Sedan,Low,5254,24,1968,2,FALSE
V10017270,C10017270,Sedan,Low,2064,5,530,2,FALSE
V10017542,C10017542,Sedan,Low,2051,14,1428,2,FALSE
V10017652,C10017652,Sedan,Low,2592,21,2478,2,FALSE
V10017729,C10017729,Sedan,Low,5333,12,996,2,FALSE
V10017742,C10017742,Sedan,Low,3930,25,3000,2,FALSE
V10018471,C10018471,Sedan,Low,3812,6,642,2,FALSE
V10019031,C10019031,Sedan,Low,2413,16,1024,2,FALSE
V10019098,C10019098,Sedan,Low,5162,13,1326,2,FALSE
V10019318,C10019318,Sedan,Low,2606,19,2166,2,FALSE
V10019410,C10019410,Sedan,Low,4560,8,712,2,FALSE
V10019646,C10019646,Sedan,Low,2054,38,3268,2,FALSE
V10019670,C10019670,Sedan,Low,2755,26,1976,2,FALSE
V10019728,C10019728,Sedan,Low,2800,9,711,2,FALSE
V10019908,C10019908,Sedan,Low,2962,12,1188,2,FALSE
V10000078,C10000078,Sedan,Low,5212,16,1104,12,FALSE
V10000089,C10000089,Sedan,Low,3399,5,305,12,FALSE
V10000453,C10000453,Sedan,Low,3451,30,2370,12,FALSE
V10000801,C10000801,Sedan,Low,2575,19,2071,12,FALSE
V10000892,C10000892,Sedan,Low,3292,11,825,12,FALSE
V10001063,C10001063,Sedan,Low,2778,31,3069,12,FALSE
V10001155,C10001155,Sedan,Low,3812,29,2349,12,FALSE
V10001239,C10001239,Sedan,Low,2716,5,370,12,FALSE
V10001686,C10001686,Sedan,Low,4213,34,3332,12,FALSE
V10001751,C10001751,Sedan,Low,5786,23,1472,12,FALSE
V10002143,C10002143,Sedan,Low,4292,10,670,12,FALSE
V10002336,C10002336,Sedan,Low,4111,20,1340,12,FALSE
V10002533,C10002533,Sedan,Low,2625,37,3626,12,FALSE
V10002634,C10002634,Sedan,Low,5184,28,2408,12,FALSE
V10002776,C10002776,Sedan,Low,1365,10,950,12,FALSE
V10002929,C10002929,Sedan,Low,5121,18,1368,12,FALSE
V10003128,C10003128,Sedan,Low,2586,19,1824,12,FALSE
V10003319,C10003319,Sedan,Low,2138,19,2147,12,FALSE
V10003337,C10003337,Sedan,Low,1318,29,2871,12,FALSE
V10003406,C10003406,Sedan,Low,2354,10,1070,12,FALSE
V10003407,C10003407,Sedan,Low,859,31,3565,12,FALSE
V10003536,C10003536,Sedan,Low,524,19,1938,12,FALSE
V10003990,C10003990,Sedan,Low,3942,11,979,12,FALSE
V10004165,C10004165,Sedan,Low,4556,8,784,12,FALSE
V10004237,C10004237,Sedan,Low,3103,26,1560,12,FALSE
V10004558,C10004558,Sedan,Low,2390,27,2241,12,FALSE
V10004858,C10004858,Sedan,Low,1106,26,1612,12,FALSE
V10006008,C10006008,Sedan,Low,1334,25,2225,12,FALSE
V10006470,C10006470,Sedan,Low,1807,23,2438,12,FALSE
V10006516,C10006516,Sedan,Low,672,13,1261,12,FALSE
V10006581,C10006581,Sedan,Low,3586,28,2240,12,FALSE
V10006700,C10006700,Sedan,Low,1242,30,3090,12,FALSE
V10006945,C10006945,Sedan,Low,3182,35,3150,12,FALSE
V10007030,C10007030,Sedan,Low,1186,8,888,12,FALSE
V10007243,C10007243,Sedan,Low,3082,21,1722,12,FALSE
V10007347,C10007347,Sedan,Low,1886,10,770,12,FALSE
V10007354,C10007354,Sedan,Low,3657,7,679,12,FALSE
V10007361,C10007361,Sedan,Low,2486,33,3795,12,FALSE
V10007473,C10007473,Sedan,Low,4984,13,1326,12,FALSE
V10007788,C10007788,Sedan,Low,3763,36,2268,12,FALSE
V10007855,C10007855,Sedan,Low,4324,27,1863,12,FALSE
V10008172,C10008172,Sedan,Low,2436,29,3393,12,FALSE
V10008479,C10008479,Sedan,Low,1184,6,366,12,FALSE
V10008667,C10008667,Sedan,Low,2304,27,2943,12,FALSE
V10008669,C10008669,Sedan,Low,3347,24,2376,12,FALSE
V10008681,C10008681,Sedan,Low,632,19,1900,12,FALSE
V10008874,C10008874,Sedan,Low,5819,21,2142,12,FALSE
V10008921,C10008921,Sedan,Low,2605,27,2214,12,FALSE
V10009170,C10009170,Sedan,Low,1586,6,534,12,FALSE
V10009508,C10009508,Sedan,Low,1818,35,3675,12,FALSE
V10009524,C10009524,Sedan,Low,1197,14,1568,12,FALSE
V10009544,C10009544,Sedan,Low,1060,32,2080,12,FALSE
V10009850,C10009850,Sedan,Low,2972,15,1800,12,FALSE
V10009932,C10009932,Sedan,Low,5286,12,1440,12,FALSE
V10010156,C10010156,Sedan,Low,2219,11,781,12,FALSE
V10010281,C10010281,Sedan,Low,3402,18,1890,12,FALSE
V10010423,C10010423,Sedan,Low,5983,16,1712,12,FALSE
V10010701,C10010701,Sedan,Low,4142,7,707,12,FALSE
V10011006,C10011006,Sedan,Low,1419,25,1775,12,FALSE
V10011143,C10011143,Sedan,Low,5258,10,930,12,FALSE
V10011212,C10011212,Sedan,Low,4008,5,595,12,FALSE
V10011399,C10011399,Sedan,Low,3052,20,1760,12,FALSE
V10011625,C10011625,Sedan,Low,5401,21,1638,12,FALSE
V10011796,C10011796,Sedan,Low,1598,28,2968,12,FALSE
V10012334,C10012334,Sedan,Low,4796,34,3128,12,FALSE
V10012693,C10012693,Sedan,Low,4738,19,1938,12,FALSE
V10012695,C10012695,Sedan,Low,3285,11,1221,12,FALSE
V10012805,C10012805,Sedan,Low,2176,14,1428,12,FALSE
V10013473,C10013473,Sedan,Low,3298,11,1254,12,FALSE
V10013691,C10013691,Sedan,Low,2678,8,552,12,FALSE
V10013779,C10013779,Sedan,Low,5023,11,1045,12,FALSE
V10014229,C10014229,Sedan,Low,4950,27,2295,12,FALSE
V10014420,C10014420,Sedan,Low,2034,29,3364,12,FALSE
V10014499,C10014499,Sedan,Low,2010,5,360,12,FALSE
V10014872,C10014872,Sedan,Low,5461,21,2142,12,FALSE
V10015082,C10015082,Sedan,Low,512,23,2668,12,FALSE
V10015114,C10015114,Sedan,Low,2119,10,1000,12,FALSE
V10015221,C10015221,Sedan,Low,1312,20,1940,12,FALSE
V10016482,C10016482,Sedan,Low,515,22,2002,12,FALSE
V10016822,C10016822,Sedan,Low,1571,26,2860,12,FALSE
V10017278,C10017278,Sedan,Low,2682,34,3298,12,FALSE
V10017323,C10017323,Sedan,Low,2392,6,684,12,FALSE
V10017682,C10017682,Sedan,Low,4139,39,2496,12,FALSE
V10017699,C10017699,Sedan,Low,3321,36,2268,12,FALSE
V10017747,C10017747,Sedan,Low,5233,23,2346,12,FALSE
V10018049,C10018049,Sedan,Low,4686,12,1260,12,FALSE
V10018160,C10018160,Sedan,Low,564,25,2550,12,FALSE
V10018447,C10018447,Sedan,Low,5232,21,2499,12,FALSE
V10018612,C10018612,Sedan,Low,978,5,550,12,FALSE
V10018735,C10018735,Sedan,Low,4333,14,1022,12,FALSE
V10019159,C10019159,Sedan,Low,575,37,3996,12,FALSE
V10019163,C10019163,Sedan,Low,1553,25,1725,12,FALSE
